word	vol_lv	count
CHIX: VALUE ADDED (HOT)	3	682
SEASONAL	3	530
SUPER PREMIUM PINTS	3	2505
NON-MEATS - OTHER	3	377
ORGANIC VEGETABLES SALAD	3	342
MICROWAVABLE SOUPS	3	1030
LIPCARE	3	980
SV BEV: BEV/JUIC 10-50% JCE	2	113
BALLOONS 18IN PKG NON LICENSED	2	117
PIE FILLING MINCEMEAT GLAZES	3	1000
ROLLS - FLAVORED/OTHER	3	908
BATH ACCESSORIES	3	386
STRING CHEESE	4	4041
INSTANT COFFEE REGULAR	3	608
IMITATION EXTRACTS	3	334
PARTY EVERYDAY	3	669
CAKE DECORS - BIRTHDAY CANDLES	3	531
CAKES:BIRTHDAY/CELEBRATION LAY	2	63
JUICE (100% JUICE)	2	271
OTHER	3	978
TORTILLA CHIPS	3	849
MISC DAIRY REFIGERATED	3	726
NUTS INSHELL	2	148
COLOR SETS	2	96
MUSHROOMS W/WHOLE PKG	3	1835
LOAVE	3	1035
EGGS - JUMBO	3	934
VEGETABLE PARTY TRAY	2	249
FRUIT PARTY TRAY	2	36
HAND/BODY/FACIAL (MEDICATED)	2	85
INTERNAL	3	406
CHICKEN WINGS	3	1387
ORGANIC CITRUS	2	119
CHICKEN DRUMS	3	2197
SOFT DRINK BOTTLE NON-CARB (EX	3	2034
BREAKFAST CRYSTALS	2	109
AVOCADO	3	1597
ROLLS - PORK	4	4351
DAIRY CASE FRUIT DRINKS (NO JU	4	3416
RED	3	661
FLNK/PLT/SHNK - STK/CHP/SLC	2	83
JUICE (UNDER 10% JUICE)	3	1749
POTATOES SWEET	3	845
CAKES: ANGEL FDS/CKE ROLLS	3	701
OTHER CITRUS JUICES (50% AND U	3	399
GRAPE JUICE (OVER 50% JUICE)	3	1472
SAUERKRAUT	3	912
CHICKEN BREAST BONE IN	3	3048
ONIONS YELLOW (BULK&BAG)	3	2976
BREADINGS  COATINGS CRUMBS	3	1848
SW GDS: SW ROLLS/DAN	3	1620
CARDS SEASONAL	3	2301
FLAVORED/OTHER	3	868
FACIAL CREAMS	2	266
NUTS OTHER	3	645
SHAVE CREAMS AND POWDERS	3	1416
DRIED FRUIT - OTHER	3	1462
PECANS SHELLED	2	292
SMALL ANIMAL NEEDS	2	233
SCOOP LITTER	3	1417
LITTER ACCESSORIES	3	407
ORIENTAL SOY SAUCE	3	722
MEAT SUPPLIES	3	964
PARTY SEASONAL	2	306
AIR CARE - RUG	2	271
MALTED MLK/SYRUP/PWDRS (EGGNOG	3	2507
REFRIGERATED PICKLES	3	341
POTATOES SWEET&YAMS	3	2135
ONIONS RED (BULK&BAG)	3	1724
BAKING NUTS	3	1814
SPINACH & GREENS	3	1537
PAPER NAPKINS	3	2787
FROZEN PASTA	3	767
NON-IWS SINGLE CHEESE	3	1207
HARDBACK/TRADE EVERYDAY	3	396
SNACK NUT(BAG)	3	1088
SNACK CAKE - SINGLE SERVE	3	981
CARROTS - BULK	3	713
SMOKED OFFAL	3	537
ONIONS WHITE (BULK&BAG)	3	2662
PREMIUM COOKIES (EX: PEPPERIDG	3	1819
MIXERS(CLUB SODA/SELTZERS)FLAV	3	939
GRND/PATTY - ROUND	2	144
ROLLS: DINNER	3	2003
HERBS PARSLEY	3	661
ANTIPERSPIRANTS ONLY (ALL OTHE	3	1555
FROZEN FRUIT	3	1456
BABY SPRING WATERS	2	240
OTHER CITRUS JUICES (OVER 50%	2	234
APPLES WEDGE/SLICES	3	326
BEVERAGE WINES	2	315
MARINATED POULTRY	2	152
CRANBERRIES	2	132
RICE CAKES	3	1427
WOMENS  HAIR SPRAYS	3	774
NON-CARB FLVRD UNSWEETENED WAT	2	47
BEEF STEW	3	528
WATER FILTER	2	98
TABLE SALT POPCORN SALTICE C	3	1170
CORN WHITE	3	583
FIGHTING VARIETAL WINES	3	969
ROLLS: CROISSANTS/BREADSTICKS	3	495
POTATOES RED (BULK&BAG)	3	2344
CROUTONS	3	505
DRIED FLOWERS	1	13
RIBS - COUNTRY/WESTERN STYLE	3	339
GRND/PATTY - SIRLOIN (90%+)	2	170
MARSHMALLOWS	3	1903
SMOKED/COOKED - BEEF	3	869
INSTANT TEA & TEA MIX (W/SUGAR	2	142
CHOCOLATE COVERED COOKIES	3	1642
OFFICE PAPER	2	179
TOFU	3	389
FROZEN PACKAGE MEAT	2	149
PATTIES - RAW	3	1171
MARSHMALLOW CREME	3	393
INSTANT COFFEE FLAVORED W/SWEE	3	673
RADISH	3	819
DRY ROAST NUTS	3	1060
GRITS	3	612
TREATS	3	767
BABY SOAPS	3	619
CANDY	2	48
LOREAL COSMETICS	3	478
HEALING GARDEN	2	62
REFRIGERATED PASTA	3	589
PIZZA SAUCE	3	971
HERBS BASIL	2	104
MARINATED PORK	2	302
HERBS AND EDIBLES	1	18
REFRIGERATED PASTA SAUCE	2	218
CHOCOLATE SYRUP	2	41
COTY FRAGRANCES	1	6
CAKES - OTHER	3	347
TANGERINES & TANGELOS	3	541
PINEAPPLE WHOLE&PEEL/CORED	3	899
PREMIUM PERENNIALS (OUTDOOR)	2	313
CORN DOGS	3	1385
BISCUIT FLOUR & MIXES	3	839
FRZN BAGELS	3	528
BOTTLE DEPOSITS	2	95
SAL:SALSA/DPS-PRPCK	3	1451
WHOLE HENS (UNDER 15LBS)	2	272
ALKALINE BATTERIES	3	2173
GIFTWARE/DECOR	2	41
ULTRA PREMIUM WINES	2	211
PREMIUM 750ML WINES	3	974
PEPPERS JALAPENO	3	485
VITAMIN - INDIVIDUAL	3	410
SEAFOOD-FRZ-RW-ALL	3	771
SEAFOOD-FRE-MISC	3	326
CAKES: LAYERS	3	1055
REFRIGERATED COOKIES-BREAK N B	3	1355
CEREAL - COLD	3	1474
FROZEN BREAD	2	90
GROUND CHICKEN	2	184
DIET CNTRL LIQS NUTRITIONAL	3	802
FROZEN DESSERT (ICE CREAM CAKE	1	18
JHOOK - PERSONAL CARE	2	93
PRE-COOKED	3	1225
INFANT FORMULA SPECIALTY	2	286
FRZN BREAKFAST ENTREES/SANDWIC	4	3335
HOSE END FERTILIZERS	1	13
FOLIAGE HANGING BASKETS	1	19
ALL CAMPING ACCESSORIES	1	29
THERMOS	2	116
DIECAST MINI	3	487
BREAKFAST BARS/TARTS/SCONES	2	118
CHEESE: NATURAL PREPORTND	3	1271
ORGANIC HERBS	3	767
DINNER ROLLS	3	1359
MIXERS(TONIC WTR/CLUB SODA/GNG	3	476
ALL UNDERWEAR	2	59
ADULT INCONTINENCE UNDERGARMEN	2	207
NO-NONSENSE	2	246
TEA CAN WITH SWEETENER/SUGAR	3	618
PITA/TORTILLAS	3	322
BABY WIPES	3	2381
LIMA BEANS	2	230
FLOOR - HARD SURFACE	2	206
COUPONS/STORE & MFG	3	417
PIES: FRUIT/NUT	3	1676
POPULAR 750ML WINES	3	1397
TRADITIONAL VODKA	2	45
CORNED BEEF	2	109
PREP FD: PIZZA (COLD)	3	438
SEAFOOD-FRZ-MISC	3	502
SOY BEVERAGE	3	348
SALMON	3	933
ADULT PREMIUM	3	957
MISC: HERRING PICKLES HORSER	2	308
MIXED PACKS	1	8
ASEPTIC MILK	2	136
PACKAGE DINNERS: OTHER	3	681
LARGE - RICE CAKES	2	207
CHICKEN-FULLY COOKED	3	1199
NON-CARB JCE(OVER 50% JCE)	2	311
FRZN BREAKFAST PASTRY	3	1679
COOKIES/SWEET GOODS	2	212
HONEY/SYRUP	2	51
ASEPTIC MILK & MILK DRINKS	2	271
CANDY/CHOCOLATE	3	556
ANIMAL-MAGAZINE	1	17
CHARCOAL	3	1049
GREAT GIFTS	2	107
BUSINESS&FINANCE-MAGAZINE	2	38
CAT TREATS	3	860
DISH GARDENS	1	31
CHIX:VALUE ADDED (COLD)	3	731
SPORTS-SPECTATOR-MAGAZINE	2	97
FLOOR - CARPET & UPHOLSTERY	3	457
DL SPEC: SAUCES/SLD DRESSINGS	2	85
TREATED CLEANING CLOTHS	2	62
PREP FD: SIDE DISHES (COLD)	3	339
DRY DOG VALUE (PET PRIDE/KLR/G	3	562
TRADITIONAL VODKA(42 UNDER PRO	3	427
NOVELTY FIREWORKS	2	74
TOMATOES WHOLE	3	475
BREAD:TORTILLAS/PITA	3	608
MICROWAVABLE CUPS	3	1949
STIR FRY/STRIPS/FAJITAS	3	409
PAPERBACK BEST SELLER	2	244
SCHOOL SUPPLIES	3	591
COCONUT	2	280
CIG LIGHTERS/LTR FLUID/PIPES	3	417
FOOD COLORINGS	2	154
STANDARD FOLIAGE PLANTS	2	58
POPCORN - OTHER	2	280
DECOR BULBS	3	417
FRUIT FILLED COOKIES	3	608
CANDY & BREATH MINTS (PKGD) (N	2	259
SALAD SPINACH	3	1416
IMPLEMENTS SETS	3	564
DIPS	3	1594
POTATOES WHITE	3	598
MOUTH SORE MEDICATED	2	106
BLENDED JUICE&COMBINATIONS (OV	3	2306
GRND/PATTY - BEEF	3	362
MIXED VEGETABLES	3	800
SEAFOOD-FRE-CATFISH	3	356
KABOBS PORK	2	123
DRAIN CARE	3	508
JHOOK - HOUSEHOLD	2	91
POTATOES OTHER	3	1439
SW GDS: SPECIALTY DESSERTS	2	179
ELECTRONIC GIFT CARDS REFRESH	1	15
MEXICAN PEPPERS CHILIES	3	645
RICOTTA CHEESE	3	750
TROPICAL FRUIT - OTHER	2	199
CHIX: BAKED 8PC CUT UP (HOT)	2	243
AUTHENTIC THAI FOODS	3	337
VIENNA SAUSAGE	3	794
ONE HOUR PROCESSING	3	501
EXTERNAL	2	184
SW GDS: PUFF PASTRY	2	284
DENTAL FLOSS AND IMPLEMENTS	3	664
*SPORT NOVELTIES	1	11
FOOD-MAGAZINE	2	301
CANS SOUP/CHILI	2	166
CUT FRUIT ALL OTHER	2	219
AUTHENTIC INDIAN FOODS	2	64
BABY LOTIONS & OILS	2	303
YOGURT	3	1325
ANTI-ACIDS	3	1771
CANNING JARSLIDSUTENSILSMIS	2	129
SNACKS: CRACKERS/COOKIES	2	246
GROUND DECAFFINATED	3	610
METAL BAKEWARE	3	601
JHOOK - HOUSEWARE	3	384
PEANUTS ALL	3	506
ALMONDS SHELLED	3	426
SEAFOOD-FRZ-RAW FILLETS	3	1881
MISC.CND SEAFOODS (CRABETC)	3	394
MUSHROOMS PORTABELLA	3	1238
INSTORE CUT VEGETABLES	3	661
PEPPERS OTHER BELL	3	647
PANTRY	3	922
ORGANIC ONIONS	2	128
BAKING CUPS	3	472
YELLOW SUMMER SQUASH	3	487
CANDY BOX NON-CHOCOLATE	2	139
GELATIN	3	2501
ORGANIC APPLES	3	381
CORN BEEF	2	71
MISCELLANEOUS PACKAGE MIXES	3	1383
PREMIUM HARDY MUMS (OUTDOOR)	2	51
SNACKS: DRY	3	673
HEMORRHOIDAL	2	103
SEWING NOTIONS	2	191
FRZN BOXED VEGETABLES - PLAIN	3	1847
PUMPKINS	2	189
MEAT: SAUS DRY PPK/PRSLC	3	425
FRUIT GLAZES	2	260
PIE CRUST MIXES & SHELLS	3	802
APPLES BRAEBURN (BULK&BAG)	3	499
CENTRAL AMERICAN FOODS	3	369
CONSUMER BUNCH (NON-ROSE)	2	147
NASAL SPRAY AND DROPS	2	312
LIQUID NUTRITION FOR ADULTS	3	564
TABLOIDS-MAGAZINE	3	675
FROZEN BURGERS	2	108
SOLID/STK DEODORANTS	3	2205
VEGETARIAN MEATS	3	534
TAPE & MAILING PRODUCTS	3	1122
ENHANCEMENTS & POTCOVERS	2	96
MOPS: SPONGE DECK DUST	2	253
GLASS CLEANERS	3	705
TV/MOVIE-MAGAZINE	3	2762
OTHER HOT CEREAL	3	539
DRY SOUP	3	2333
MOTOR/TRANS/MISC OIL	2	184
MISC	3	332
BOXED PREPARED/ENTREE/DRY PREP	2	190
FRZN MEAT ALTERNATIVES	3	1366
FROZEN MEAT (VEGETARIAN)	3	414
CUPS	2	100
CANDLES SEASONAL	3	481
COCKTAIL MIXES-FLUID:ADD LIQ	3	521
QUARTS	3	469
BREAST - BONELESS	2	129
GROUND FLVR REG COFFEE	3	722
BEANS	3	1406
GLASS BAKEWARE	2	173
HAIR COLOR AND DEVELOPERS	3	1023
DECAF BEAN: REGULAR	2	69
WAX PAPER & FREEZER PAPER	3	362
COOKWARE	2	110
TOMATOES COCKTAIL	3	447
CANOLA OILS	3	1295
PIES: TARTS/MINIS/CRSTDAS	2	165
SW GDS:MUFFINS-LSS THN 6	3	366
POINSETTA	1	27
BRUSHES	3	458
ABRASIVES	3	596
REVLON	3	556
MEAT SNACKS	3	736
FRZN BREAD DOUGH	2	210
MISC. COOKNG/BKNGWARES	2	58
AUTHENTIC PEPPERS	2	259
MEAT INCLUDED	3	940
FINISHED ELECTRICAL	2	113
STUFFED/MIXED BEEF	3	389
BUTTERMILK	3	950
CARNATIONS	1	23
PREP FOODS: SOUP - COLD	2	176
NOZZLES/HOSE ENDS	1	18
SEAFOOD-FRE-RAW FINFISH-OTHER	3	1192
PRODUCE DEPT KEY RING	3	690
OFFALS	2	199
SPECIALTY CHIPS (SOY CRISPS/PI	3	355
LOIN - STK/CHP/SLC	3	547
TAMALES (STOCKED N/CANNED MEAT	2	83
PROFESSIONAL HAIR CARE	2	266
FRZN REGIONAL/OTHER	2	80
FRZN NON-DAIRY CREAMERS	2	63
REFRIG PIZZA&INGRED  N/MEAT DE	2	166
FRZN BURGERS/BBQ/MEATBALL	3	941
SOLID SHORTENING	3	735
SARDINES	2	278
CIGARS	2	160
CHEESE:SPECIALTY BULK	3	408
AIR CARE - CANDLES	3	742
SCHOOL PAPER	3	861
BINDERS & PORTFOLIOS	3	317
VHS VIDEO	1	19
DVD S	2	256
KEFIR	2	97
PREMIUM - BEEF	3	1427
ANTIFREEZE	2	201
INSTANT DECAFFINATED	2	150
TAPE	2	165
VITAMIN - HERBAL SUPPLEMENTS	2	188
FROZEN CREAM PIES	3	750
PLASTIC WRAP (SARANETC.)	3	709
SINUS/ALLERGY - PSE	2	280
DRY CAT FOOD SUP PREM (ONE/NUT	3	630
CAKES: SHEET	3	377
PAPAYA	2	53
MAIN MEAL BREAD	3	1177
FROZEN BREAKFAST	2	200
MEAT: PATES/MOUSSE	2	136
FRUIT VARIETAL WINES	3	388
ORGANIC PEARS	1	25
NON-DAIRY CHEESE	2	148
ORANGES NON NAVEL ALL	2	291
DANDRUFF-MEDICATED SHAMPOOS	3	505
CAKES: ICE CREAM	2	218
GIFT-WRAP EVERYDAY	3	1238
RINSE AIDS AND ACCESSORIES	3	404
POWER TOOTHBRUSH/REFILLS	2	222
PRUNE JUICE (OVER 50% JUICE)	3	336
PINEAPPLE JUICE (OVER 50% JUIC	3	361
BABY ANTIBIOTIC OINTMENTS & CR	2	165
BRSKT/BRST/BLY - WH/HALF	1	15
PAILS	3	1134
ADDITIVES/FLUIDS	2	113
CHEESE:PROCESSED PREPORTND	2	283
DRY DOG ECONOMY (COST CUTTER/F	2	222
BOURBON/TN WHISKEY	2	41
BOUILLON	3	782
COSTUMES	2	43
SOFT LENS - NON CHEMICAL	2	254
HOME DECOR-MAGAZINE	2	89
SUNTAN PROD W/SPF LOTION/OIL	2	286
MISC. FACIAL PRODUCTS	2	32
PEACHES WHITE FLESH	2	177
TICKETS	3	679
CHERRIES RANIER	2	204
STUFFED/MIXED PORK	2	148
STUFFED/MIXED POULTRY	1	29
MISC CHEMICALS	2	172
HOT DOG CHILI SAUCE	3	1152
ORGANIC BERRIES	2	272
LINAMENTS	3	701
POTTING SOILS	2	48
CHIX: CHICKEN DINNERS/SNACKS H	3	352
ORGANIC TROPICAL FRUIT	3	549
CAKE DECORS & ICING	3	1242
MEAT - CAN/POUCH	2	34
CANDY BOXED CHOCOLATES W/FLOUR	2	135
SEAFOOD-FRZ-IQF COOKED SHRIMP	3	627
STANDARD 10-15 STEMS	2	78
VALUE GLASS WINE	3	564
FRZN BRD WHOLE FILLETS	3	357
GRILL ACCESSORIES	2	225
GROUND TOOLS	1	12
BROCCOLI/CAULIFLOWER PROCESSED	2	224
BABY POWDERS	2	103
ADHESIVES/CAULK	2	185
APPLE JUICE & CIDER (50% AND U	3	442
WATERMELON W/SEEDS WHOLE	2	92
CRANBERRY SAUCE	3	959
PEAS & ONIONS PEAS & CARROT	3	377
SAL: DESSERTS-BULK	2	120
ORGANIC GRAPES	2	127
BOURBON/TN WHISKEY (42 UNDER P	2	171
FORTIFIED/ENERGY WATER	2	168
MOTORCYCLE-MAGAZINE	2	60
HAMS-HALF/PORT BONE-IN	2	226
GARDEN-MAGAZINE	2	64
POTPOURRI INCENSE	2	140
ELSTC BNDGES SUPRT HOSE	2	152
HYDROCORTIZONE	3	338
ORGANIC VEGETABLES ALL OTHERS	3	837
ORGANIC CARROTS	3	926
CIDER	3	423
ETHNIC-MAGAZINE	2	156
GAS CANS AND FUNNELS	1	23
CAMPING APPLIANCES	2	42
CAN DOG FOOD RATION (TRIX/VETS	2	259
CHILDRENS LOW END	3	424
ISOTONIC DRINKS POWDERED	2	229
FANS	1	27
CONDIMENTS/SUPPLIES	3	424
TOPPING MIXES WHIP TOPPING	1	25
NAILCARE	3	402
GAMES	2	167
GIFT BASKETS BEER	1	6
SOIL & STAIN REMOVER	3	889
CORNISH HEN	2	196
CORN YELLOW	3	1780
OTHER ITALIAN SAUCE	2	139
HANGERS	2	127
HAIR DRYERS STYLERS SETTER	2	125
HAIR COMBS AND BRUSHES	3	340
CB (NON ROSE)LILY	2	37
SHOWER CURTAINS	2	43
QSR FD: COLD PIZZA	2	115
TOMATO PUREE & ASPIC	2	182
CROSSWORDS/PUZZLES-MAGAZINE	3	449
PHOTO ALBUMS	1	13
WHOLE - HENS (15 LBS & UNDER F	2	140
GIFT TAGS	1	25
FEM. HYGN. DEODORANTS	1	29
LOIN - CHOPS BONE-IN	3	561
FROZEN VEGETABLES	3	432
TEA BAGS (SUPPLEMENT)	2	152
CALGON	2	53
BAKING POWDER & SODA	3	917
FACIAL LOTIONS	2	187
READING GLASSES	2	67
ORGANIC DRIED FRUIT	2	53
JHOOK - TOYS	2	183
FRZN PIE SHELLS PASTRY SHELL	3	702
MENS BASIC SPORT SOCKS	1	19
CHEESE	2	95
OVERNIGHT PROCESSING	2	191
FASTENERS	3	569
MESSAGE CENTER/SIGNING	2	233
AUTHENTIC VEGETABLES AND FOODS	2	92
MISC. LAWN & GARDEN	2	57
HOBBIES-MAGAZINE	2	58
GENERAL USE/MISC	1	22
STANDARD OATMEAL	3	1367
GRANOLA	2	189
TOMATO JUICE (OVER 50% JCE)	3	1045
MISC. SEASONAL ITEMS	2	151
FM-MLB	2	40
SUPER PREMIUM WINES	2	197
AMERICAN EXPRESS GIFT CARD	1	16
ASCEPTIC	2	86
GRAPEFRUIT JUICE (OVER 50% JUI	3	324
CARBONATED WATER - UNFLAVORED	2	210
TURKEY BREAST BONE IN	2	247
SEAFOOD-FRZ-IQF RAW SHRIMP RW	3	1616
PIES: CREAM/MERINGUE	3	348
FRZN OJ&OJ SUBSTITUTES (OVER 5	3	777
FROZEN PIZZA	2	224
VEGETARIAN MISC	1	31
HASH: CANNED	3	357
HAM STEAKS/CUBES/SLICES	3	336
DRIED PLUMS	2	202
TEA UNSWEETENED	2	163
SALAD: LETTUCE	2	110
CHILI SAUCE COCKTAIL SAUCE	3	394
FITNESS&DIET-LIQ NTRTNL	2	60
MISC. FIRST AID PRODUCTS	3	368
INSTANT COFFEE FLAVORED NO SWE	3	885
SPECIAL EVERYDAY	3	335
LADIES SPORT SOCKS	2	137
SOFT DRINKS SINGLE CANS CARB (	2	227
CHIX:FRD 8PC/CUT UP (COLD)	2	206
PROMO	2	47
METAL POLISH&RUST REMOVERS	2	105
SALT/WATER CONDITIONERS	2	121
DRAIN CLEANING	2	37
TOOLS - BATHROOM & TOILET	3	434
VAPORIZERS	2	128
VALENTINE PLUSH	2	109
FRZN PASTRY&COOKIES	2	177
SEASONAL CANDY BOX-CHOCOLATE	3	427
PREP FD: ENTREES (COLD)	2	298
SPECIALTY WILD BIRD/SUET	2	75
COLD AND FLU - PSE	3	558
WHOLE - TOM (16 LBS & OVER FRZ	2	51
MISC CND MEATS	2	106
MIXERS(TONIC WTR/GNGR ALE)FLAV	2	315
FRZN EGG SUBSTITUTES	1	21
FLATS	2	113
PLATINUM HARDY MUMS (OUTDOOR)	2	41
MUSHROOMS WHITE BULK	2	103
TOOL SETS	2	57
SPECIALTY FOOTWEAR	1	15
PICKLE ITEMS	2	148
INTERIOR/EXTERIOR ACCESSIORES	2	155
PLASTIC/HEAVY PAPER PREM PLATE	3	1152
CAKES: BIRTHDAY/CELEBRATION SH	3	406
SPECIALTY LAUNDRY	3	324
FRZN BAKED/STUFFED/MASHED&SPEC	3	481
FRZN GRILLED PORTIONS	2	277
CARAMEL COATED SNACKS	3	337
RIBBONS AND BOWS	2	200
CHRISTMAS	1	19
BEDDING ACCESSORIES	2	63
MEAT ADDED	2	119
PREMIUM POINSETTIA	2	42
GROUND PORK	2	281
SEAFOOD-FRE-LIVE SHLFSH-OTHER	2	284
COMPACT FLUORESCENT LIGHT BULB	2	56
MEDIA TAPE/BATTERIES	2	45
HAMS-HALF/PORT BONELESS	2	310
NOVELTIES	2	271
BLENDED WHISKEY(42 UNDER PROOF	2	42
MISC. HAIR & BEAUTY ACCESS.	3	328
COFFEE	1	24
CAKES: CNDLES/RETL ACCSS	2	295
SEASONED POULTRY	2	306
EGGS	3	353
BABY DOLL ACCESSORIES	1	20
VALENTINE GIFTWARE/DECOR	2	213
BRIDAL-MAGAZINE	2	71
DRIED FRUIT	2	155
CORN FRESH PACKAGED	3	367
TEEN-MAGAZINE	2	209
AUTHENTIC JAPANESE FOODS	3	493
VACUUM BAGS	2	34
COLD AND FLU (AGE RESTRICTED)	2	69
PRODUCE DISCONTINUED ITEMS	2	217
VARIETY MEAT - CUBE/STW/STRP	2	189
WOMENS/GIRLS HOSIERY	1	30
SMALL ACCESS COLD WEATHER	1	17
MISC CHECKLANE CANDY	2	61
RIB - SPARE RIB/BACK RIB	2	40
KIDS/FAMILY	2	195
SPORTS-PARTICIPATORY-MAGAZINE	2	118
ALMAY	2	236
KITES	1	12
INSTANT BREAKFAST	2	287
LEMON JUICE & LIME JUICE (OVER	3	468
SPECIALTY CAKE	2	277
DECAF BEAN: FLAVORED	1	15
CANDY REFRIGERATED	2	303
SMOKED/COOKED - BETTER FOR YOU	3	578
ECONOMY - BEEF	2	153
LUNCHEON MEAT	3	322
GENERAL EYE CARE	3	345
SOFT LENS - CHEMICAL	3	329
CARPET CLEANERS	2	132
PISTACHIOS	2	179
SEAFOOD-FRE-SHRIMP	2	57
HAMS-SPIRAL	2	140
LABELS/POST-IT/INDEX CARD	2	285
MEDICATED BABY POWDER	1	12
DESK ACCESSORIES	1	6
ROPE AND CHAIN	1	20
CAKES: CREME/PUDDING	3	423
SMOKING CESSATION	2	64
VENDING SIZE/SNGL SERVE CRACKE	3	480
CITRUS - OTHER	2	32
FLANK	2	203
INFANT FORMULA TODDLER	2	191
WHITENING SYSTEMS	2	150
SW GDS: SWT/FLVRD LOAVES	3	451
SINGLE SERVE/MULTI-PK CKTLS <=	2	38
GRAPE JUICE (50% AND UNDER JCE	2	136
PREMIUM FLOWERING PLANTS	2	102
MICROWAVE	3	710
CHEWING TOBACCO	1	18
ELECTRONIC GIFT CARDS ACTIVATI	2	108
COOLERS	2	195
UNBREAKABLE TABLETOP	2	66
INSTANT TEA & TEA MIX	3	346
FEM HYGN DOUCHES	2	204
SEASONAL/NON-BASIC MERCH	2	150
CHILDREN-MAGAZINE	2	35
INTERIOR/EXTERIOR CARE	2	137
SPRING/SUMMER SEASONAL	2	48
TURKEY BREAST BONELESS	2	265
APRICOTS	2	224
TOILET BOWL AUTOMATIC	3	339
AMMONIA	2	98
TURKEY DRUMS	2	123
ORGANIC BROCCOLI/CAULIFLOWER	2	215
JARRED FRUIT	2	192
MENS ACTIVEWEAR ADIDAS	2	84
SINGLE USE CAMERAS	3	496
HOME PLANS-MAGAZINE	2	156
SNACKS: SALTY	3	552
FIREWOOD	3	406
LIGHTS/ELECTRICS	2	75
GROUND FLVR DECAF COFFEE	2	252
HAIR NETS AND CAPS	1	17
CUTLERY	1	6
MISC BUDGET COSMETICS	2	112
LOIN - WH/HALF BONE-IN	1	22
CRACKERS	2	156
NATURAL FOODS LAUNDRY	1	23
HONEYDEW WHOLE	2	285
PREMIUM 16-24 STEMS	2	61
AGE RESTRICTED SPHE $9.99	2	44
CONTINUITY: FRAMES	2	220
HAM - BONELESS WHOLE	2	36
MISC REPAIR	2	86
ROSE CONSUMER BUNCH	3	324
STANDARD MUMS	1	31
COOKED	2	155
FRZN BREADED VEGETABLES	2	233
MISC HOLIDAYS	3	317
AEROSOL DEODORANTS	3	415
MISC GRAIN MIXES	2	220
VALENTINE TRAY PACK CARDS	2	227
GIFT-WRAP SEASONAL	2	101
DOLLAR DAYS	2	224
SW GDS: PUFF PASTRY-LESS THAN	3	335
PROPANE EXCH	2	52
TEA BOTTLES WITH SWEETENER/SUG	2	105
LRG VEHICLE	1	17
POTATOES PROCESSED	2	102
SPHE DVDS	1	26
ORANGE JUICE  (OVER 50% JUICE)	2	98
FRUIT BASKETS	1	15
PIZZA MIX DRY	3	435
DOMESTIC BIRD FOOD/NEEDS	2	72
MUMS	2	125
GLASS FOOD STORAGE	2	36
WHOLE TOMS (OVER 15LBS)	2	131
MENS SKIN CARE/COLOGNE	2	277
NON-CARB JCE (UNDER 50%JCE)	2	61
ACTIVITY	2	141
POPULAR 1.5LT WINES	3	318
SALT SUBSTITUTES	2	108
